,JobTitle,Require
413,SOLUTION ARCHITECT," J2EE,  JAVA, SPRING"
414,PHP," PHP,  WORDPRESS, MYSQL"
415,.NET,".NET CLI,REST,CI/CD,AZURE"
416,DEVOPS," CLOUD,  DEVOPS, AWS"
417,TESTER,"QA,TESTER"
418,DATA ANALYST," DATA ANALYST,  DATABASE, PYTHON"
419,TESTER,"JAVA,KOTLIN,PHP,PYTHON,C#,RUBY"
420,TESTER,"KOTLIN,C#,PYTHON"
421,.NET,".NET, C#, ASP.NET, .NET CORE, BACK-END"
422,GAME,"HTML5,LUA,C#,C"
423,GAME,"GOLANG,JAVASCRIPT,C#,DART,HTML5"
424,JAVA,"JAVASCRIPT,JAVA"
425,DEVOPS,"PYTHON,GOLANG,PHP,PERL"
426,DATA,"DATABASE,JAVA,SQL"
427,SOFTWARE,"PHP, LARAVEL, JAVA"
428,IT HELPDESK," MYSQL,  IT SUPPORT, PYTHON"
429,BACKEND,"RUBY,GOLANG,PYTHON"
430,.NET," SQL,  C#, .NET"
431,SYSTEM," AWS,  CLOUD, SYSTEM"
432,C++," PYTHON,  C++, JAVASCRIPT,  ENGLISH - GOOD"
433,GAME," GAMES,  UNITY, UI-UX"
434,SOFTWARE,"JAVA, .NET, C++"
435,MOBILE,"SCALA,C++"
436,GAME,"C,GOLANG,C#,DART"
437,SOFTWARE,"PYTHON,JAVA,RUBY,SQL,GOLANG"
438,IT HELPDESK,"ENGLISH, IT SUPPORT"
439,PHP,"HTML, CSS, PHP, DRUPAL"
440,DATA,"BIG DATA, NOSQL, SQL, HADOOP, SPARK, KAFKA"
441,BACKEND,"BACK-END, NODEJS, PHP"
442,FULLSTACK,"MONIT,REDIS,GIT,GITHUB,RESTFUL APIS"
443,DATA,"CLOUD,DATABASE,AWS"
444,TESTER,"ENGLISH, QA QC, TESTER"
445,PYTHON,"SQL, PYTHON, REACTJS"
446,DATA,"ENGLISH, PYTHON, SQL"
447,JAVA,"ENGLISH, JAVA, PYTHON"
448,TESTER,"C#,JAVA,PHP,RUBY,KOTLIN"
449,BACKEND," AWS,  NODEJS, TYPESCRIPT"
450,DEVOPS,"AGILE, AWS, DEVOPS"
451,MOBILE," ANDROID,  FLUTTER, IOS"
452,C++," LINUX,  C++, ENGLISH"
453,JAVA,"API, JAVA EE, JAVA, ENGLISH SKILLS, SPRING BOOT"
454,TESTER,"SYSTEM, QA QC, TESTER"
455,BUSINESS ANALYST,"VBA,EXCEL,TABLEAU"
456,PROJECT MANAGER,"PROJECT MANAGER,MANAGER,ENGLISH"
457,BUSINESS ANALYST,"BUSINESS ANALYST,ENGLISH,AGILE"
458,SYSTEM,"SYSTEM,CLOUD,SQL"
459,BACKEND,"RUST,GOLANG"
460,SOFTWARE,"C LANGUAGE, C++, C#"
461,DEVOPS,"AWS, LINUX, DEVOPS"
462,DEVOPS," DEVOPS, LINUX"
463,MOBILE,"C#,SWIFT,C++"
464,.NET,"CI/CD,REST,C#,REDIS,SQL,MICRO-SERVICES"
465,DEVOPS,"RUBY,JAVA,PERL,JAVASCRIPT,PYTHON"
466,GAME,"3D MODELLING, UI DESIGN, GAME DESIGN"
467,TESTER," JAPANESE,  TESTER, QA QC"
468,SOFTWARE,".NET, C#, SQL"
469,.NET,"C#,GITLAB,MICRO-SERVICES,DOCKER,REST"
470,GAME,"ANDROID,UNITY,C#,UNITY3D,GAME MOBILE,UNITY2D"
471,BACKEND,"NOSQL,APACHE"
472,FULLSTACK,"TAILWIND,RESTFUL APIS,POSTGRESQL,REACTJS,AWS"
473,DATA,"TEAM LEADER,DATABASE,DATA ANALYST"
474,PHP,"WORDPRESS, MYSQL, PHP, SYMFONY, LARAVEL"
475,UI/UX DESIGNER,"CSS,JAVASCRIPT,SKETCH,ADOBE XD,HTML"
476,JAVA,"APACHE,JAVASCRIPT,CSS,MAVEN,SQL"
477,FULLSTACK,"PHP,MAGENTO"
478,MOBILE," TEAM LEADER,  ANDROID, LARAVEL"
479,JAVA,"SPRING, MVC, JAVA"
480,DEVOPS,"CI/CD, DOCKER, DEVOPS"
481,DATA,"MONGODB,GOLANG,KAFKA,APACHE"
482,GAME,"JAVASCRIPT,HTML5"
483,BACKEND," ENGLISH,  JAVA, OOP"
484,SOFTWARE,"AWS,REACT JS,JAVA EE"
485,CLOUD," OPENSTACK,  CLOUD, LINUX"
486,BUSINESS ANALYST,"PYTHON,SQL"
487,ERP,"ERP,MYSQL,SQL"
488,UI/UX DESIGNER,"SKETCH,JAVASCRIPT,PHOTOSHOP,ADOBE XD,FIGMA,XML"
489,PHP,"AJAX,PHP,MYSQL,MVC,CSS,JQUERY"
490,UI/UX DESIGNER," HTML5,  UI-UX, CSS"
491,DATA SCIENTIST," DATABASE,  PYTHON, DATA ANALYST"
492,JAVA,"BACK-END, JAVA"
493,DATA,"JAVA, GOLANG, PYTHON"
494,QA,"JAVASCRIPT,ENGLISH,RESTFUL API,MANUAL TEST,AUTOMATION QA"
495,SOFTWARE,"C++, JAVA, PYTHON"
496,FRONTEND," REACTJS,  JAVASCRIPT, HTML5"
497,JAVA,"JAVA,MVC,SPRING"
498,DATA ANALYST,"C/C++,SCALA,MATLAB,SQL,R,JULIA"
499,BACKEND,"OOP, PHP, JAVA, PYTHON, NODEJS, SQL, BACK-END"
500,.NET,".NET,ANGULAR,AWS"
501,SOFTWARE,"JAVASCRIPT, ENGLISH, C#"
502,.NET,"CI/CD,AZURE"
503,MOBILE,"IOS, ANDROID, SWIFT, KOTLIN, MOBILE"
504,.NET,"AZURE,SQL,CI/CD,REDIS,ASP.NET,GITLAB"
505,PHP," LARAVEL,  PHP, VUEJS"
506,GAME,"C++,GAMES,OOP, ACCEPTED"
507,SOFTWARE,"BRIDGE,JAPANESE,PROJECT MANAGER"
508,UI/UX DESIGNER,"HTML,ADOBE XD,PHOTOSHOP"
509,MOBILE,"REACT NATIVE,ENGLISH,JAVASCRIPT"
510,GAME,"JAVA,GOLANG"
511,SOFTWARE,"JAVASCRIPT, JAVA, OOP"
512,DEVOPS," MYSQL,  PHP, LINUX,  WEB,  DEVOPS,  CODEIGNITER"
513,SOFTWARE," SOFTWARE,  JAVASCRIPT, HTML & CSS,  RESTFUL API,  TYPESCRIPT"
514,SYSTEM ADMIN,"NODEJS, JAVA, SYSTEM ADMIN"
515,MOBILE,"SCALA,PYTHON,C++,JAVASCRIPT,KOTLIN,DART"
516,DEVOPS,"NOSQL,DEVOPS,AWS,CLOUD,KUBERNETES"
517,DATA ANALYST,"SQL, ENGLISH, DATA ANALYST"
518,SOFTWARE,"RUBY,JAVASCRIPT,PYTHON,C++,GOLANG,JAVA"
519,PHP,"CSS,AJAX,PHP"
520,DATA,"DATA ANALYST, DATABASE, ORACLE"
521,MOBILE,"MOBILE, ANDROID, BACK-END"
522,BACKEND,"PYTHON,RUST,GIT,DOCKER,SQL"
523,UI/UX DESIGNER,"SKETCH,JAVASCRIPT,PHOTOSHOP,HTML,CSS,FIGMA"
524,DATABASE ADMINISTRATOR,"ORACLE,SQL SERVER,DATABASE"
525,SYSTEM," LINUX,  NETWORKING, SYSTEM"
526,BACKEND,"FLUTTER, REACTJS, GOLANG"
527,PHP,"MYSQL,PHP,LINUX"
528,FULLSTACK,"AGILE, JAVASCRIPT, ANGULAR"
529,DEVOPS,"PHP,PUPPET,GOLANG,JAVA,BASH"
530,SOFTWARE," JAVASCRIPT,  JAVA, NODEJS"
531,MOBILE,"ANDROID,IOS,MOBILE,REACT NATIVE,FLUTTER"
532,DATA,"AI, BLOCKCHAIN, BIG DATA"
533,FRONTEND,"JAVASCRIPT, REACTJS, TEAM LEADER"
534,JAVA," SPRING,  JAVA, REACTJS,  CORE JAVA 8"
535,BACKEND," LARAVEL,  PHP, NODEJS"
536,DEVOPS,"JAVA,JAVASCRIPT,SQL,GOLANG"
537,BUSINESS ANALYST,"R,JAVASCRIPT,TABLEAU,PYTHON,MONGODB,SPSS"
538,DATA ANALYST," SQL,  DATA ANALYST, DATABASE"
539,JAVA,"CSS,SCALA,HTML,JAVASCRIPT"
540,SOFTWARE,"REACTJS, JAVA, TYPESCRIPT"
541,DATA ANALYST,"DATA ANALYST, SQL, DATABASE"
542,CLOUD,"DEVOPS, CLOUD, AZURE"
543,QC," SCRUM,  AGILE, QC"
544,SOFTWARE,"C++, DESIGNER, C#"
545,GAME,"C#,JAVASCRIPT,C++,PYTHON"
546,SOFTWARE ARCHITECT,"SOFTWARE ARCHITECT,ORACLE"
547,JAVA,"MAVEN,JSON,SQL,JAVA"
548,TESTER,"QA QC, TESTER, TEAM LEADER"
549,FULLSTACK,"MYSQL,GOLANG,BACK-END,POSTGRESQL"
550,BUSINESS ANALYST,"BUSINESS ANALYST,DATA,DATA ANALYST"
551,BACKEND,"KUBERNETES,KAFKA,RUST,GOLANG"
552,MOBILE," IOS,  JAVASCRIPT, ANDROID"
553,SOFTWARE,"SOFTWARE, PROBLEM SOLVING SKILL, COMMUCATION"
554,FRONTEND," ANGULAR,  REACTJS, VUEJS"
555,DATA ANALYST,"PYTHON,MATLAB,JULIA,SAS,C/C++"
556,BLOCKCHAIN,"BLOCKCHAIN, JAVASCRIPT, REACTJS"
557,BUSINESS ANALYST,"POWERSHELL,R,SPSS,VBA,JAVASCRIPT"
558,SYSTEM,"LINUX,PHP,SYSTEM"
559,MOBILE,"RUBY,JAVA,C#"
560,MOBILE,"REACT NATIVE,IOS,FLUTTER"
561,ERP CONSULTANT,"SAP,ERP CONSULTANT"
562,BUSINESS ANALYST,"ENGLISH, BUSINESS ANALYST"
563,FRONTEND,"NEXTJS,JAVASCRIPT,ANGULAR"
564,DATA," MACHINE LEARNING,  C++, PYTHON,  TENSORFLOW,  PYTORCH"
565,PHP,"AJAX,PHP,JQUERY,LINUX,CSS"
566,BLOCKCHAIN,"BLOCKCHAIN,GOLANG"
567,DATA ANALYST,"JULIA,GITHUB,SCALA,R"
568,DEVOPS," DEVOPS, FINTECH"
569,DEVOPS,"AWS, DEVOPS, LINUX"
570,GAME,"C++,JAVA,GOLANG,DART"
571,SOFTWARE,"JAVA EE, REACT JS, AWS"
572,SYSTEM ADMIN," PYTHON,  JAVA, SYSTEM ADMIN"
573,BUSINESS ANALYST,"TABLEAU,VISIO,EXCEL,JAVASCRIPT,R,VBA"
574,BUSINESS ANALYST,"ERP, TESTER, BUSINESS ANALYST"
575,BUSINESS ANALYST,"EXCEL,JAVASCRIPT,MONGODB,POWERSHELL"
576,FULLSTACK,"POSTGRESQL,TAILWIND,NODEJS"
577,UI/UX DESIGNER,"SKETCH,  UX/UI DESIGN, WEB DESIGN"
578,FRONTEND,"HTML5,JAVASCRIPT,BOOTSTRAP,FRONT-END,CSS3,ANGULAR,TYPESCRIPT"
579,BACKEND,"JAVA,.NET,JAVASCRIPT"
580,TESTER," JAVA,  TESTER, AUTOMATION TEST"
581,BACKEND,"SOAP,KAFKA,APACHE,GOLANG,GIT,DOCKER"
582,FRONTEND,"REACTJS,VUEJS,TYPESCRIPT"
583,MOBILE,"C++,JAVASCRIPT,JAVA,RUBY,KOTLIN,C#"
584,BACKEND,"RUBY,TYPESCRIPT,NODEJS"
585,BUSINESS ANALYST,"POWERSHELL,TABLEAU,VISIO,EXCEL,MONGODB"
586,FULLSTACK,"REACTJS,ASP.NET,PHP"
587,BACKEND,"CI/CD,GOLANG,DOCKER,KAFKA"
588,.NET,"JAVASCRIPT, .NET, ASP.NET"
589,FRONTEND,"GRAPHQL,JAVASCRIPT,CSS,REACTJS,VITE,NEXTJS"
590,FULLSTACK,"POSTGRESQL,GIT,LINUX,NODEJS,GITHUB"
591,MOBILE,"RUBY,SCALA,REACT NATIVE,SWIFT"
592,BACKEND,".NET, POSTGRESQL, NODEJS"
593,BACKEND,"RUST,SQL,PHP,APACHE,GOLANG"
594,JAVA," MYSQL,  JAVA, SPRING"
595,FULLSTACK,"TAILWIND,AWS,REACTJS,GIT,RESTFUL APIS"
596,MOBILE," JAVA,  KOTLIN, ANDROID"
597,JAVA,"CSS,KOTLIN,APACHE,MAVEN,HTML"
598,FRONTEND,"WORDPRESS, HTML5, CSS"
599,SOFTWARE,"SQL,GOLANG,JAVA,C++,R,RUBY"
600,PHP," CSS,  PHP, HTML5"
601,FRONTEND,"GITHUB,NPM,ANGULAR,NEXTJS,VUEJS,JAVASCRIPT"
602,.NET,"DOCKER,MICRO-SERVICES,GIT,C#,GITHUB,AZURE"
603,IT HELPDESK,"IT SUPPORT, IT HELPDESK"
604,BUSINESS ANALYST,"UML,UI/UX,BUSINESS ANALYST"
605,UI/UX DESIGNER,"PHOTOSHOP,ADOBE XD"
606,PHP,"VUEJS, LARAVEL, PHP"
607,PROJECT MANAGER,"PROJECT MANAGER,TEAM LEADER"
608,DEVOPS,"CI/CD, DEVOPS, LINUX"
609,.NET,"GITHUB,ASP.NET,GITLAB,GIT"
610,TESTER," GAMES,  TESTER, QA QC"
611,FULLSTACK,"TAILWIND,NODEJS,POSTGRESQL,RESTFUL APIS"
612,DATA,"MONGODB,POSTGRESQL,GOLANG,PYTHON,TABLEAU,SPARK"
613,JAVA,"MAVEN,HTML,APACHE,JSON,SCALA"
614,TESTER,"TESTER, AUTOMATION TEST, JAVA"
615,FULLSTACK,"NODEJS,POSTGRESQL,REACTJS"
616,FULLSTACK," C#,  .NET, NODEJS"
617,BUSINESS ANALYST,"DATA ANALYST, DATA, BUSINESS ANALYST"
618,MOBILE,"JAVASCRIPT, ENGLISH, REACT NATIVE"
619,SOFTWARE,"LINUX,JAVASCRIPT,POSTGRESQL"
620,MOBILE,"C++,RUST,JAVA,RUBY,KOTLIN,SWIFT"
621,DEVOPS,"AWS, ENGLISH, DEVOPS"
622,MOBILE,"JAVASCRIPT,JAVA,DART,KOTLIN"
623,FULLSTACK," JAVA,  MYSQL, REACTJS"
624,FRONTEND,"GRAPHQL,NPM,HTML,GIT"
625,BACKEND," GOLANG,  REACTJS, FLUTTER"
626,BACKEND,"AWS, NODEJS, MYSQL"
627,FULLSTACK,"POSTGRESQL,REDIS"
628,SOFTWARE,"C++,GOLANG,JAVASCRIPT,PYTHON"
629,SYSTEM ADMIN," SYSTEM ADMIN,  IT SUPPORT, SYSTEM"
630,SOFTWARE," C/C++,  JAVA, PYTHON,  SYSTEM SECURITY,  IPS/IDS,  FIRMWARE"
631,SOLUTION ARCHITECT,"JAVA,SPRING,J2EE"
632,DATA ANALYST,"SCALA,C/C++,POWER BI,JULIA,MATLAB"
633,TESTER,"RUBY,KOTLIN,PYTHON,JAVA"
634,DATABASE ADMINISTRATOR," DATA ANALYST,  DATABASE, SQL"
635,DATA SCIENTIST,"DATA ANALYST,PYTHON"
636,BACKEND,"DOCKER,GIT"
637,PHP,"MYSQL,JQUERY,SQL,JAVASCRIPT,MVC,PHP"
638,FRONTEND,"REACTJS, REACT NATIVE, JAVASCRIPT"
639,UI/UX DESIGNER,"ADOBE XD,JAVASCRIPT,FIGMA,XML,PHOTOSHOP,CSS"
640,TESTER,"RUBY,JAVASCRIPT,PYTHON,PHP,KOTLIN"
641,QA,"QA/QC, TESTER, MANUAL TEST, AUTOMATION QA"
642,DEVOPS,"MYSQL, LINUX, PHP, DEVOPS, CODEIGNITER, WEB"
643,FULLSTACK,"MYSQL, ASP.NET, C#"
644,JAVA,"SPRING, ORACLE, JAVA"
645,BACKEND,"DOCKER,SQL,GOLANG,CI/CD,PHP"
646,FULLSTACK,"TAILWIND,REACTJS,POSTGRESQL,AWS"
647,FRONTEND,"REACTJS,CSS,HTML5"
648,SOFTWARE,".NET MVC, AWS, AZURE, .NET CORE"
649,SOFTWARE,"JAVA, PHP, .NET"
650,QC," MANUAL TEST,  AGILE, QC,  WATERFALL,  AUTOMATION QC"
651,DATA," JAVA,  PYTHON, SCALA"
652,BACKEND,"JAVA,SPRING,SQL"
653,GAME,"GAMES, UNITY, JAPANESE"
654,FULLSTACK,"JAVASCRIPT, PHP, WORDPRESS, VUEJS"
655,TESTER,"KOTLIN,PHP,C#"
656,MOBILE,"JAVA, OOP, ANDROID"
657,GAME,"UI-UX, GAMES"
658,GAME,"COCOS2D,GIT,COCOS2D-X,JSON/XML,GAME"
659,DATA,"SQL,POSTGRESQL,MONGODB,JAVA"
660,FRONTEND,"ANGULAR, REACTJS, JAVASCRIPT"
661,FULLSTACK,"AGILE, PHP, VUEJS"
662,PROJECT MANAGER," PRODUCT MANAGER,  MANAGER, PROJECT MANAGER"
663,DATA ANALYST,"JULIA,POWER BI,MATLAB,JAVA,GITHUB"
664,SOFTWARE,"CSS,JAVA,JAVASCRIPT,HTML,JAVAEE"
665,UI/UX DESIGNER,"UI-UX,ENGLISH,WORDPRESS"
666,BACKEND,"PYTHON,SQL,PHP,KAFKA,GOLANG"
667,UI/UX DESIGNER,"HTML,SKETCH,FIGMA,XML"
668,FULLSTACK,"JAVA, JAVASCRIPT, .NET"
669,BACKEND,".NET,ASP.NET,NOSQL"
670,DEVOPS," AWS,  NOSQL, DEVOPS,  CLOUD,  KUBERNETES"
671,DATA ANALYST,"SCALA,JAVA"
672,BUSINESS ANALYST,"SQL,R,EXCEL,VISIO,JAVASCRIPT"
673,MOBILE,"ANDROID, SWIFT, IOS, MOBILE, JAVA"
674,SYSTEM ADMIN," SYSTEM ADMIN,  IT SUPPORT, NETWORKING"
675,BACKEND,"PYTHON,PHP,GIT,RUST"
676,JAVA,"JAVA,SPRING,POSTGRESQL"
677,DEVOPS,"CLOUD, DEVOPS, LINUX, SECURITY"
678,PHP,"LINUX,JQUERY,SQL,HTML,AJAX,PHP"
679,JAVA,"JSON,JAVA,SCALA"
680,PHP,"REST API, PHP, LARAVEL, BACK-END"
681,UI/UX DESIGNER,"HTML,ADOBE XD,CSS,XML,PHOTOSHOP"
682,SOFTWARE,".NET, JAVA, AGILE"
683,FULLSTACK,"FULL-STACK, .NET, C#, .NET CORE, ANGULAR"
684,PHP,"BRIDGE,PHP,PROJECT MANAGER"
685,SOFTWARE ARCHITECT,"JAVA, SOFTWARE ARCHITECT"
686,DATA,"SQL, ENGLISH, PYTHON"
687,FRONTEND,"GRAPHQL,HTML"
688,PROJECT MANAGER,"JAPANESE - N2, PROJECT MANAGER, PROBLEM SOLVING SKILL, ENGLISH - GOOD, SOFTWARE"
689,BACKEND,"AGILE, SPRING, JAVA"
690,BUSINESS ANALYST,"JAVASCRIPT,R,MONGODB,POWERSHELL,EXCEL"
691,UI/UX DESIGNER,"SKETCH,ADOBE XD,PHOTOSHOP,CSS"
692,SYSTEM ADMIN,"UBUNTU,  SYSTEM ADMIN, SYSTEM"
693,BACKEND," AGILE,  JAVA, SPRING"
694,FRONTEND,"REACTJS, FRONT-END, JAVASCRIPT"
695,GAME,"C++,HTML5,LUA,JAVA,DART"
696,UI/UX DESIGNER,"PHOTOSHOP,ADOBE XD,XML,HTML,CSS"
697,MOBILE," SWIFT,  IOS, ENGLISH"
698,DATABASE ADMINISTRATOR,"DATABASE, SQL, MYSQL"
699,.NET,".NET CLI,GIT,SQL,AZURE"
700,FRONTEND,"JAVASCRIPT, REACTJS, VUEJS"
701,DATA," ENGLISH,  PYTHON, JAVA"
702,FULLSTACK,"NODEJS, TYPESCRIPT, REACTJS"
703,FRONTEND,"JAVASCRIPT,CSS,NEXTJS,REACTJS,TYPESCRIPT,HTML"
704,DATA,"SQL, AWS, DATABASE"
705,FRONTEND," REACTJS,  HTML5, CSS"
706,DEVOPS,"BASH,JAVA,PUPPET,POWERSHELL"
707,DATA,"DATABASE,PYTHON,JAVA"
708,SOFTWARE,".NET,SQL,C#"
709,TESTER,"PYTHON,C#,KOTLIN,JAVA"
710,DATA,"APACHE,POWER BI,SQL"
711,FULLSTACK,"NODEJS, ANGULAR, SQL"
712,BACKEND," TYPESCRIPT,  NODEJS, AWS"
713,.NET,"C#,ASP.NET,AZURE,REST"
714,SOFTWARE,"JAVASCRIPT,PYTHON,GOLANG,SQL,C++,RUBY"
715,TESTER,"QA QC,SQL,JAPANESE"
716,FULLSTACK,"PHP,JAVASCRIPT,LARAVEL,CODEIGNITER,TECHNICAL MANAGER"
717,PHP,"MVC,JAVASCRIPT,PHP,SQL,JQUERY"
718,DEVOPS,"JAVASCRIPT,PHP,JAVA,C,PUPPET"
719,SYSTEM ADMIN,"SQL,SYSTEM ADMIN,AGILE"
720,BACKEND,"NODEJS,JAVASCRIPT,ENGLISH"
721,SOFTWARE,"C#,GOLANG,PYTHON"
722,DEVOPS,"AGILE, DEVOPS, LINUX"
723,DEVOPS,"RUBY,DEVOPS,TYPESCRIPT"
724,.NET,"SQL,GITHUB"
725,FULLSTACK,"NODEJS,JAVASCRIPT,MYSQL"
726,JAVA,"SQL,APACHE"
727,DATA,"MYSQL,PYTHON,DATA"
728,DATA ANALYST,"PYTHON, DATABASE, DATA ANALYST"
729,SOFTWARE,"R,C++,JAVASCRIPT,RUBY,GOLANG,SQL"
730,RUBY,"RUBY ON RAILS,RUBY,JAVASCRIPT"
731,FRONTEND,"GRAPHQL,NEXTJS,HTML,REACTJS"
732,DATA ANALYST,"GITHUB,R,JAVASCRIPT,JULIA,PYTHON,SCALA"
733,JAVA,"SPRING BOOT, BACK-END, JAVA"
734,MOBILE,"PYTHON,REACT NATIVE,SCALA,SWIFT"
735,SOFTWARE,".NET,JAVA,JAVASCRIPT"
736,PROJECT MANAGER," SOFTWARE,  PROJECT MANAGER, JAPANESE - N3,  ENGLISH - GOOD"
737,FRONTEND,"TYPESCRIPT,GRAPHQL,HTML,JAVASCRIPT"
738,UI/UX DESIGNER,"ADOBE XD,CSS,SKETCH,HTML,FIGMA"
739,UI/UX DESIGNER,"ADOBE XD,SKETCH,PHOTOSHOP,JAVASCRIPT,FIGMA"
740,TESTER,"C#,JAVASCRIPT,KOTLIN,PHP,RUBY,JAVA"
741,SOFTWARE,"GOLANG,R,JAVA,JAVASCRIPT,C#,C++"
742,DATA," MYSQL,  LINUX, ORACLE,  VMWARE"
743,DATA ANALYST,"MATLAB,POWER BI,JULIA,PYTHON,C/C++,R"
744,C/C++,"C#,C"
745,MOBILE,"REACT NATIVE,TYPESCRIPT,JAVASCRIPT"
746,GAME,"GAMES, COCOS, UNITY"
747,JAVA," JAVA, JAVA SPRING BOOT"
748,SYSTEM ADMIN," ENGLISH,  ERP, SYSTEM ADMIN"
749,FULLSTACK,"C#, ASP.NET, .NET"
750,MOBILE,"C++,RUST,DART,SCALA,SWIFT"
751,JAVA,"GROOVY,KOTLIN"
752,SOFTWARE,"JAVA, .NET, PYTHON"
753,PHP,"MVC,MYSQL,CSS"
754,DATA,"POSTGRESQL,SNOWFLAKE,PYTHON"
755,PHP,"LINUX,SQL,JAVASCRIPT,AJAX,JQUERY,MVC"
756,.NET,"C#,.NET CLI,GITHUB,CI/CD,AZURE"
757,GAME," GAMES, UI-UX"
758,BUSINESS ANALYST,"POWER BI,VBA,TABLEAU"
759,DATA,"SQL, MYSQL, DATA ANALYST"
760,MOBILE,"JAVASCRIPT,JAVA,KOTLIN,SWIFT,RUST,PYTHON"
761,.NET,".NET CLI,GITHUB,ASP.NET"
762,BACKEND,"DOCKER,RUST,CI/CD"
763,BACKEND," AWS,  PHP, BACK-END,  NESTJS"
764,PHP,"AJAX,MYSQL,JQUERY,PHP,MVC,HTML"
765,FRONTEND,"GIT,NEXTJS,TYPESCRIPT"
766,.NET,"REST,AZURE,DOCKER,ASP.NET,GIT,GITLAB"
767,MOBILE,"C#,KOTLIN,REACT NATIVE,PYTHON,DART,JAVA"
768,BACKEND,"KUBERNETES,CI/CD,GOLANG,PHP"
769,MOBILE,"RUST,PYTHON,RUBY,SCALA,REACT NATIVE,C#"
770,BACKEND,"NODEJS,BACK-END,DOCKER,TECHNICAL MANAGER,AWS"
771,GAME,"PYTHON,JAVASCRIPT,JAVA,C#,GOLANG"
772,FULLSTACK,"ANGULAR, ASP.NET, .NET"
773,BACKEND,"SOAP,KUBERNETES,RUST,GOLANG"
774,DATA ANALYST,"PYTHON, SQL, DATA ANALYST"
775,UI/UX DESIGNER,"CSS,XML,FIGMA,JAVASCRIPT"
776,TESTER,"KOTLIN,RUBY"
777,BUSINESS ANALYST,"SPSS,VBA,R"
778,JAVA,"SQL,HTML,JSON,APACHE"
779,GAME,"JAVASCRIPT,GOLANG,C"
780,DATA,"PYTHON, DATABASE, NOSQL"
781,C/C++," OOP,  C++, C LANGUAGE"
782,DATA,"JAVA,TABLEAU,POSTGRESQL,MONGODB,POWER BI,SQL"
783,FRONTEND,"JAVASCRIPT, CSS, JQUERY, FRONT-END, HTML"
784,SYSTEM,"LINUX, SYSTEM, NETWORKING"
785,FRONTEND," REACT NATIVE,  REACTJS, ANGULAR"
786,DEVOPS,"RUBY,C,PYTHON,GOLANG,PERL"
787,MOBILE,"SWIFT, FLUTTER, IOS"
788,BACKEND,"KUBERNETES,GOLANG"
789,SOFTWARE,"GOLANG,JAVA"
790,DATA," DATABASE, SQL"
791,BACKEND,"SCALA, BACK-END, PYTHON, SOFTWARE"
792,TESTER,"QA QC, SCRUM, TESTER"
793,MOBILE,"C++,KOTLIN,RUST,JAVASCRIPT"
794,FRONTEND,"VITE,CSS"
795,JAVA," SPRING,  JAVA, SQL"
796,PROJECT MANAGER,"JAVA,.NET,UML"
797,SOFTWARE,"SQL,JAVASCRIPT"
798,IT HELPDESK,"SQL, IT SUPPORT, DATABASE"
799,FULLSTACK,"JAVASCRIPT,REACTJS,RUBY"
800,BACKEND," ENGLISH,  NODEJS, JAVASCRIPT"
801,SOFTWARE,"JAVASCRIPT, LINUX, POSTGRESQL"
802,FULLSTACK,"REACTJS,GIT,LINUX"
803,PHP,"PHP, WORDPRESS"
804,SOFTWARE,"C#,MYSQL,ASP.NET"
805,SYSTEM," SQL,  SYSTEM, CLOUD"
806,JAVA,"ERP, JAVA, SPRING"
807,BACKEND," PHP,  NODEJS, GOLANG"
808,PYTHON,"PYTHON,DATABASE,ERP"
809,UI/UX DESIGNER,"DESIGNER, CSS, UI-UX"
810,GAME,"UNITY,C#,OOP"
811,CLOUD," CLOUD,  CISCO, VMWARE,  MCSA,  CCNP"
812,PRODUCT MANAGER,"ENGLISH, UI-UX, PRODUCT MANAGER"
813,DATA,"ENGLISH, JAVA, PYTHON"
814,BACKEND," JAVA,  GOLANG, DATABASE"
815,SOFTWARE ARCHITECT,"AWS, SOFTWARE ARCHITECT, JAVA"
816,BACKEND,"GOLANG,JAVASCRIPT,NODEJS"
817,JAVA,"APACHE,KOTLIN,JSON,JAVA,GROOVY,JAVASCRIPT"
818,FULLSTACK,"WEB, REACTJS, NODEJS, NEXTJS"
819,SOFTWARE ARCHITECT,"SPRING, ORACLE, SOFTWARE ARCHITECT"
820,BUSINESS ANALYST," DATA ANALYST,  BUSINESS ANALYST, SQL"
821,DEVOPS," PYTHON,  DEVOPS, AWS"
822,GAME," GAME PROGRAMMER,  UNITY, C#"
823,BACKEND," DOCKER,  NODEJS, BACK-END,  TECHNICAL MANAGER,  AWS"
824,PHP,"CSS,MVC,AJAX"
825,FULLSTACK,"TYPESCRIPT, VUEJS, JAVASCRIPT"
826,SOFTWARE,"DJANGO, OOP, PYTHON"
827,DATA ANALYST,"SCALA,POWER BI,GITHUB,JULIA,SAS,C/C++"
828,BACKEND," SPRING BOOT,  JAVA, BACK-END"
829,FULLSTACK,"GIT,REACTJS,AWS,POSTGRESQL,JWT,NODEJS"
830,.NET," OOP,  .NET, ASP.NET"
831,SOFTWARE,"RUBY,C#,C++,PYTHON,SQL,GOLANG"
832,BACKEND," DEVOPS,  .NET, NODEJS"
833,MOBILE,"IOS, REACT NATIVE, REACTJS"
834,BACKEND,"NOSQL,SOAP,GOLANG,PHP,GIT,CI/CD"
835,FULLSTACK," REACTJS,  NODEJS, CLOUD"
